date,language,type,title,by,overall,quality,repeatability
07-Oct-16,Tamil,movie,Pori,"Jeeva, Pooja",2,2,1
06-Oct-16,Tamil,movie,Arya,"Madhavan, Prakash Raj",3,3,1
05-Sep-16,Telugu,movie,Nannaku Prematho,"Jr NTR, Jagapathi Babu",3,3,2
05-Sep-16,Telugu,movie,Sindooram,"Brahmaji, Ravi Teja",3,3,1
27-Aug-16,Telugu,movie,Manam,"Nagarjuna, Samantha, Shriya Saran",3,3,1
21-Aug-16,Tamil,movie,Raja Manthiri,,3,3,2
15-Aug-16,Hindi,movie,Mohenjo Daro,"Hritik Roshan, Pooja Hegde",3,4,2
02-Jul-16,Telugu,movie,Krishna Gaadi Veera Prema Gaadha,"Nani, Sampath, Mehreen Pirzada",3,3,2
29-Jun-16,Telugu,movie,Venky,"Ravi Teja, Sneha",2,3,1
25-Jun-16,Tamil,movie,Thozha,"Karthi, Nagarjuna",4,4,2
25-Jun-16,Tamil,movie,Ko 2,"Bobby Simha, Prakash Raj",2,2,1
24-Jun-16,Telugu,movie,Pournami,"Prabhas, Charmi Kaur, Trisha",1,1,1
24-Jun-16,Tamil,movie,Theri,"Vijay, Samantha, Amy Jackson",3,3,2
17-Jun-16,English,fiction,The Bands of Mouring,Brandon Sanderson,3,3,1
10-Jun-16,English,fiction,Shadows of Self,Brandon Sanderson,3,3,1
01-Jun-16,English,fiction,The Allow of Law,Brandon Sanderson,3,3,1
20-May-16,Tamil,movie,Kadhalum Kadandhu Pogum,Vijay Sethupathi,3,3,1
14-May-16,Tamil,movie,24,"Surya, Samantha",3,3,2
13-May-16,English,movie,Captain America: Civil War,,3,4,2
30-Apr-16,English,movie,Body of Lies,"Leonardo DiCaprio, Russell Crowe",3,4,1
28-Apr-16,Tamil,movie,Yatchan,Arya,3,3,1
27-Apr-16,Tamil,movie,Irudhu Suttru,Madhavan,4,4,1
27-Apr-16,Tamil,movie,Vil Ambu,,3,4,1
25-May-16,English,movie,Star Wars: The Force Awakens,Harrison Ford,3,3,2
23-Apr-16,Telugu,movie,Shadow,"Venkatesh, Tapsee",2,2,1
22-Apr-16,Telugu,movie,Greek Veerudu,"Nagarjuna, Nayantara",2,2,1
22-Apr-16,English,fiction,The Mistborn Trilogy,Brandon Sanderson,3,3,2
03-Apr-16,English,movie,Side Effects,"Jude Law, Rooney Mara",3,3,1
27-Mar-16,English,movie,State of Play,"Russell Crowe, Ben Affleck",4,4,1
26-Mar-16,English,movie,Spectre,Daniel Craig,3,3,1
26-Mar-16,Tamil,movie,Un Samaiyal Araiyil,"Prakash Raj, Sneha",3,3,2
20-Mar-16,Tamil,movie,Sethupathi,Vijay Sethupathi,3,4,1
26-Feb-16,Tamil,movie,Gethu,"Udhayanidhi Stalin, Sathyaraj",2,2,1
13-Feb-16,Hindi,movie,Singh is Bling,"Akshay Kumar, Amy Jackson",3,3,1
11-Feb-16,Hindi,movie,Prem Ratan Dhan Payo,"Salman Khan, Sonam Kapoor",3,3,1
06-Feb-16,English,movie,Mad Max: Fury Road,"Tom Hardy, Charlize Theron",3,4,1
31-Jan-16,Tamil,movie,Boologam,"Jayam Ravi, Trisha",3,3,2
24-Jan-16,English,movie,Joy,"Jennifer Lawrence, Bradley Cooper",3,3,1
16-Jan-16,English,movie,Cellular,"Chris Evans, Kim Basinger",3,3,1
16-Jan-16,English,movie,Jack Ryan: Shadow Recruit,"Chris Pine, Keira Knightley, Kevin Costner",3,3,1
14-Jan-16,English,movie,The Martian,Matt Damon,4,4,1
14-Jan-16,English,movie,Bridge of Spies,"Tom Hanks, Steven Spielberg",3,4,1
14-Jan-16,Hindi,movie,Yeh Jawani Hai Diwani,"Ranbir Kapoor, Deepika Padukone",3,3,2
10-Jan-16,English,fiction,The Wise Man's Fear,Patrick Rothfuss,4,4,3
04-Jan-16,English,fiction,The Name of The Wind,Patrick Rothfuss,4,4,3
27-Dec-15,Tamil,movie,Rajathandhiram,"AG Amid, Veera, Regina Cassandra",3,4,2
24-Dec-15,Telugu,movie,Srimanthudu,"Mahesh Babu, Shruti Hassan",3,3,2
20-Dec-15,Hindi,movie,Shamitabh,"Dhanush, Amitabh Bachchan",3,3,1
17-Dec-15,Tamil,movie,Thoongavanam,"Kamal Hassan, Trisha",3,3,2
14-Dec-15,Tamil,movie,Vedhalam,"Ajit, Lakhmi Menon",3,3,2
05-Dec-15,English,movie,Argo,Ben Affleck,3,3,1
27-Nov-15,English,movie,Mission Impossible - Rogue Nation,Tom Cruise,3,3,2
25-Nov-15,Tamil,movie,Thandavam,"Vikram, Anushka, Amy Jackson",3,3,2
22-Nov-15,Tamil,movie,10 Endradhukkulla,"Vikram, Samantha",2,3,1
18-Nov-15,Tamil,movie,Rudhramadevi,"Anushka Sharma, Allu Arjun",2,2,1
17-Nov-15,Tamil,movie,Thani Oruvan,"Jayam Ravi, Nayanthara",5,5,2
14-Nov-15,English,TV series,Sherlock,"Benedict Cumberbatch, Martin Freeman",4,5,2
12-Nov-15,Tamil,movie,Naanum Rowdy Dhaan,"Vijay Sethupathi, Nayanthara",3,3,1
05-Nov-15,Tamil,movie,Puli,Vijay,2,2,1
30-Oct-15,Tamil,movie,Thanga Magan,"Dhanush, Samantha",3,4,1
24-Oct-15,Tamil,movie,Paayum Puli,"Vishal, Kajal Agarwal",3,3,1
22-Oct-15,Tamil,movie,Yagavarayanum Naa Kaakka,"Aadhi, Nikki Galrani",3,3,1
18-Oct-15,English,movie,Terminator: Genisys,,3,3,1
12-Oct-15,English,fiction,Ram: Scion of Ikshvaku,Amish Tripathi,3,3,2
04-Oct-15,English,movie,The Invention of Lying,,3,4,1
02-Oct-15,Tamil,movie,Vaasuvum Saravananum Onna Padichavanga,"Arya, Santhanam, Tamanna",2,2,1
01-Oct-15,Tamil,movie,Vaalu,"Silambarasan, Hansika",2,2,1
29-Sep-15,Tamil,movie,Idhu Enna Maayam,Vikram Prabhu,2,2,1
26-Sep-15,Hindi,movie,Dil Dhadakne Do,"Anil Kapoor, Ranbir Kapoor, Priyanka Chopra, Farhan Akhtar, Anushka Sharma",3,4,2
23-Sep-15,English,movie,Inside Job,,3,3,1
20-Sep-15,Tamil,movie,Papanasam,"Kamal Hassan, Gauthami",4,4,1
19-Sep-15,English,movie,Big Game,Samuel Jackson,2,2,1
13-Sep-15,Tamil,movie,Sakalakala Vallavan,"Jayam Ravi, Soori",3,3,1
13-Sep-15,Hindi,movie,Piku,"Amitabh Bachchan, Deepika Padukone",3,4,1
06-Sep-15,Tamil,movie,Bahubali,"Prabhas, Tamanna",3,4,2
30-Aug-15,English,movie,Citizenfour,Edward Snowden,3,4,1
29-Aug-15,Tamil,movie,Kannum Kannum,Prasanna,2,2,1
15-Aug-15,Telugu,movie,S/o Sathyamurthy,"Allu Arjun, Samantha",3,3,2
12-Aug-15,Tamil,movie,Romeo Juliet,"Jayam Ravi, Hansika",2,2,1
09-Aug-15,English,movie,Exodus: Gods and Kings,Christian Bale,3,3,1
08-Aug-15,Tamil,movie,Mass Engira Masilamani,"Surya, Nayantara",3,3,2
29-Jul-15,English,movie,Frequencies,,2,3,1
25-Jul-15,Hindi,movie,Happy New Year,"Shah Rukh Khan, Deepika Padukone",2,2,1
25-Jul-15,English,movie,Avengers: Age of Ultron,"Robert Downey Jr, Chris Evans, Samuel Jackson",3,3,1
21-Jul-15,Tamil,movie,Vai Raja Vai,"Gautam Karthik, Priya Anand",3,3,1
21-Jul-15,Telugu,movie,Veera,"Ravi Teja, Kajal Agarwal, Tapsee Pannu",2,2,1
19-Jul-15,English,movie,The Book of Eli,Denzel Washington,2,2,1
06-Jul-15,Tamil,movie,Lingaa,Rajnikanth,3,3,2
03-Jul-15,English,movie,Flawless,"Michael Caine, Demi Moore",3,4,1
02-Jul-15,Malayalam,movie,Mumbai Police,"Prithviraj, Rehman",4,4,1
24-Jun-15,English,movie,Last Knights,"Clive Owen, Morgan Freeman",2,2,1
22-Jun-15,English,movie,Run All Night,Liam Neeson,3,3,1
21-Jun-15,English,movie,Ninotchka,Greta Garbo,3,3,1
20-Jun-15,Tamil,movie,Uttama Villain,Kamal Hassan,4,4,2
15-Jun-15,English,movie,Survivor,"Milla Jovovich, Pierce Brosnan",3,3,2
11-Jun-15,Telugu,movie,Temper,"Jr NTR, Kajal Agarwal",2,2,1
09-Jun-15,Telugu,movie,Govindudu Andarivadele,"Ram Charan Teja, Kajal Aggarwal",2,2,2
02-Jun-15,Telugu,movie,Mass,"Nagarjuna, Jyothika",2,2,1
30-May-15,Telugu,movie,Boss I Love You,"Nagarjuna, Nayantara",2,2,1
29-May-15,Telugu,movie,Ragada,"Nagarjuna, Anushka Shetty, Priya Mani",2,2,1
27-May-15,Telugu,movie,Race Gurram,"Allu Arjun, Shruti Hassan",3,3,1
21-May-15,Telugu,movie,Gudumba Shankar,"Pawan Kalyan, Meera Jasmine",3,3,1
20-May-15,English,movie,Maleficent,Angelina Jolie,3,4,2
15-May-15,English,movie,Game Changer,"Julianne Moore, Woody Harrelson",4,4,1
10-May-15,English,movie,About Time,"Rachel MacAdams, Domhnall Gleeson",3,3,2
08-May-15,English,movie,Selma,David Oyelowo,4,4,1
05-May-15,English,movie,Jupiter Ascending,"Channing Tatum, Mila Kunis",2,2,1
05-May-15,English,movie,Kingsman,"Colin Firth, Samuel Jackson, Michael Caine",3,3,1
05-May-15,English,movie,American Sniper,"Clint Eastwood, Bradley Cooper",4,4,1
30-Apr-15,Malayalam,movie,Mumbai Police,"Prithviraj, Rehman",4,4,1
30-Apr-15,Telugu,movie,Mirchi,"Prabhas, Anushka",3,3,1
28-Apr-15,English,movie,The Wolf of Wall Street,"Martin Scorcese, Leonardo DiCaprio",3,3,1
27-Apr-15,Telugu,movie,Nenunnanu,"Nagarjuna, Shriya Saran",2,2,1
26-Apr-15,English,movie,Absolution,Steven Seagal,2,2,1
26-Apr-15,Telugu,movie,Santhosham,"Nagarjuna, Shriya Saran",2,3,1
23-Apr-15,English,movie,Becket,"Peter O Toole, Richard Burton",3,4,2
23-Apr-15,Tamil,movie,Vellaikaara Durai,"Vikram Prabhu, Sri Divya",2,2,1
22-Apr-15,Tamil,movie,Kakki Sattai,"Sivakarthikeyan, Sri Divya",3,3,2
22-Apr-15,English,movie,FX,"Bryan Brown, Brian Dennehy",3,3,2
21-Apr-15,Tamil,movie,O Kadhal Kanmani,"Dalquer Salman, Nithya Menen",3,3,2
20-Apr-15,English,movie,Home,"Jim Parsons, Rihanna",3,3,1
19-Apr-15,Tamil,movie,Yennai Arindhaal,"Ajit, Trisha, Anushka",4,4,2
19-Apr-15,Tamil,movie,I,"Vikram, Amy Jackson",3,3,1
16-Apr-15,Tamil,movie,Aambala,"Vishal, Hansika",2,2,1
15-Apr-15,Tamil,movie,Kaththi,"Vijay, Samantha",2,2,1
12-Apr-15,English,movie,The Imitation Game,"Benedict Cumberbatch, Keira Knightley",4,4,1
11-Apr-15,English,movie,Taken 3,Liam Neeson,3,3,1
02-Apr-15,English,movie,Stretch,"Patrick Wilson, Chris Pine",2,2,1
25-Mar-15,English,movie,Interstellar,Christopher Nolan,4,4,2
21-Mar-15,English,fiction,The Mark of Athena,Rick Riordan,2,2,2
19-Mar-15,English,fiction,The Son of Neptune,Rick Riordan,3,3,2
17-Mar-15,English,fiction,The Lost Hero,Rick Riordan,3,3,2
14-Mar-15,Telugu,movie,Race Gurram,"Allu Arjun, Shruti Hassan",3,3,1
14-Mar-15,English,fiction,Harry Potter and the Goblet of Fire,J K Rowling,3,3,2
11-Mar-15,English,fiction,Mockingjay,Suzanne Collins,3,3,2
08-Mar-15,English,fiction,Catching Fire,Suzanne Collins,3,3,2
07-Mar-15,English,fiction,The Hunger Games,Suzanne Collins,3,3,2
06-Mar-15,English,movie,Dragonheart 3: The Sorcerer's Curse,"Tamzin Merchant, Julian Morris",1,2,1
06-Mar-15,English,movie,The Hunger Games: Mockingjay Part 1,Jennifer Lawrence,3,3,1
05-Mar-15,English,movie,The Hunger Games: Catching Fire,Jennifer Lawrence,3,4,1
04-Mar-15,English,movie,The Hunger Games,Jennifer Lawrence,4,4,2
01-Mar-15,English,movie,Billion Dollar Brain,Michael Caine,2,2,1
28-Feb-15,Hindi,movie,Jab We Met,"Kareena Kapoor, Shahid Kapoor",4,4,3
24-Feb-15,Tamil,movie,Sakalakala Sammandhi,Visu,3,3,2
19-Feb-15,English,movie,Limitless,"Bradley Cooper, Robert De Niro",3,3,2
15-Feb-15,English,movie,Gamer,"Gerard Butler, Michael Hall",2,2,1
10-Feb-15,English,movie,Escape Plan,"Sylvestor Stallone, Arnold Schwarzenegger",3,4,2
08-Feb-15,Hindi,movie,Aurangazeb,"Arjun Kapoor, Rishi Kapoor, Jackie Shroff, Prithviraj",3,4,1
29-Jan-15,Hindi,movie,Baby,Akshay Kumar,3,4,2
24-Jan-15,Tamil,movie,I,"Vikram, Amy Jackson",3,3,1
19-Jan-15,English,movie,The Equalizer,Denzel Washington,3,3,2
16-Jan-15,Telugu,movie,Aatadista,"Nithin, Kajal Agarwal",2,2,1
13-Jan-15,English,non-fiction,SPIN Selling,Neil Rakham,3,3,2
10-Jan-15,English,movie,Hitman,Timothy Olyphant,3,3,1
10-Jan-15,Telugu,movie,Orange,"Ram Charan Teja, Genelia",3,3,1
03-Jan-15,Tamil,movie,Poojai,Vishal,3,3,2
03-Jan-15,Hindi,movie,PK,"Aamir Khan, Anushka Sharma",4,4,2
02-Jan-15,Telugu,movie,Victory,"Nitin, Mamta Mohandas",2,2,2
02-Jan-15,English,movie,Harry Potter and the Order of the Phoenix,J K Rowling,2,2,1
28-Dec-14,Hindi,movie,Kick,Salman Khan,3,3,1
23-Dec-14,English,movie,Predestination,Ethan Hawke,3,4,2
17-Dec-14,English,movie,Lucy,Scarlett Johansson,2,2,1
16-Dec-14,English,movie,Teenage Mutant Ninja Turtles,Megan Fox,2,2,1
14-Dec-14,Tamil,movie,Velaiilla Pattadhari,"Dhanush, Amala Paul",4,4,1
13-Dec-14,English,movie,The Maze Runner,"Dylan O'Brien, Kaya Scodelario",3,3,2
12-Dec-14,English,movie,The Package,"Gene Hackman, Tommy Lee Jones",3,3,1
06-Dec-14,Telugu,movie,Chandamama,"Navdeep, Kajal Agarwal",2,2,1
04-Dec-14,Malayalam,movie,Run Babby Run,"Mohan Lal, Amala Paul",3,3,1
02-Dec-14,English,non-fiction,Making Comics,Scott McCloud,3,3,2
01-Dec-14,English,non-fiction,Remote,Jason Fried,2,2,1
29-Nov-14,Telugu,movie,Gunde Jaari Gallanthayyinde,"Nitin, Nithya Menen",3,3,1
25-Nov-14,English,movie,The Keeper,Steven Seagal,2,2,1
24-Nov-14,English,movie,The Big Hit,Mark Walhberg,2,2,1
22-Nov-14,Hindi,movie,Happy Endings,"Saif Ali Khan, Ileana",3,3,1
20-Nov-14,Tamil,movie,Ivan Vera Madhiri,Vikram Prabhu,3,3,2
18-Nov-14,English,movie,The Raid: Redemption,Gareth Evans,3,3,1
17-Nov-14,English,movie,The November Man,Pierce Brosnan,3,3,1
16-Nov-14,English,movie,Hercules,Dwayne Johnson,3,3,1
16-Nov-14,Tamil,movie,Chocolate Krishna,Crazy Mohan,3,3,2
14-Nov-14,Telugu,movie,Krishnam Vande Jagatgurum,"Rana, Nayantara",2,2,1
11-Nov-14,Telugu,movie,Nenokkadine,Mahesh Babu,3,3,1
09-Nov-14,Tamil,movie,Sigaram Thodu,"Vikram Prabhu, Sathyaraj",3,3,1
30-Oct-14,Malayalam,movie,Drishyam,"Mohan Lal, Meena, Jeetu Joseph",4,4,2
28-Oct-14,English,movie,X-Men: Days of Future Past,"Hugh Jackman, Jennifer Lawrence",3,3,1
27-Oct-14,Tamil,movie,Neram,"Nivin Pauly, Nazriya Nazim",2,3,1
23-Oct-14,English,movie,Edge of Tomorrow,"Tom Cruise, Emily Blunt",5,4,3
20-Oct-14,English,fiction,King of Ayodhya,Ashok Banker,2,2,1
14-Oct-14,English,fiction,Bridge of Rama,Ashok Banker,2,2,1
08-Oct-14,English,fiction,Armies of Hanuman,Ashok Banker,2,2,1
04-Oct-14,Tamil,movie,Arima Nambi,"Vikram Prabhu, Priya Anand",3,3,2
01-Oct-14,English,fiction,Demons of Chitrakut,Ashok Banker,2,2,1
27-Oct-14,English,fiction,Siege of Mithila,Ashok Banker,2,2,1
22-Oct-14,English,fiction,Prince of Ayodhya,Ashok Banker,2,2,1
19-Sep-14,Telugu,movie,Khaleja,"Mahesh Babu, Anushka",2,2,1
14-Sep-14,English,fiction,The Day of the Jackal,Frederick Forsyth,3,3,2
09-Sep-14,English,movie,Transformers 2,"Shia LaBeouf, Megan Fox",2,2,1
08-Sep-14,English,movie,Transformers 1,"Shia LaBeouf, Megan Fox",2,2,1
06-Sep-14,English,fiction,Code to Zero,Ken Follett,3,3,1
31-Aug-14,Telugu,movie,Oye,"Siddharth, Shamili",3,3,2
29-Aug-14,English,movie,Without a Clue,"Ben Kingsley, Michael Caine",3,3,2
26-Aug-14,English,non-fiction,India After Gandhi,Ramachandra Guha,3,3,2
24-Aug-14,English,movie,Nonstop,Liam Neeson,3,3,2
21-Aug-14,Telugu,movie,Bunny,Allu Arjun,2,2,1
18-Aug-14,English,movie,The Amazing Spiderman 2,"Andrew Garfield, Gwen Stacy",3,3,2
16-Aug-14,Telugu,movie,Khatarnak,"Ravi Teja, Ileana",1,1,1
15-Aug-14,Tamil,movie,Anjaan,"Surya, Samantha",3,3,1
14-Aug-14,Telugu,movie,Arya,Allu Arjun,3,3,2
10-Aug-14,English,movie,Guardians of the Galaxy,"Chris Pratt, Zoe Saldana",3,3,2
09-Aug-14,English,movie,The Man Who Knew Too Little,Bill Murray,3,4,2
09-Aug-14,Telugu,movie,Bujjigadu,"Prabhas, Trisha",2,2,1
06-Aug-14,English,movie,Captain America: The Winter Soldier,"Chris Evans, Scarlett Johannson",3,3,2
04-Aug-14,Telugu,movie,Baava,"Siddharth, Pranita",2,2,1
02-Aug-14,Telugu,movie,Annavaram,"Pawan Kalyan, Asin",2,2,1
31-Jul-14,Telugu,movie,Maya Bazaar,"Tanikella Bharani, Bhumika Chawla",2,3,1
30-Jul-14,Telugu,movie,Krishna,"Ravi Teja, Trisha",2,2,1
27-Jul-14,Tamil,movie,Kochadaiyaan,"Rajnikanth, Deepika Padukone",3,3,2
20-Jul-14,Tamil,movie,Giri,"Arjun, Vadivelu",2,2,2
21-Jun-14,Telugu,movie,Yevadu,"Ram Charan Teja, Shruti Hassan",3,3,1
17-Jun-14,Telugu,movie,Jalsa,"Pawan Kalyan, Ileana",2,2,1
15-Jun-14,English,movie,How to Train Your Dragon 2,"Jay Baruchel, Gerard Butler",3,3,1
03-Jun-14,Telugu,movie,E Abbai Chala Manchodu,Ravi Teja,2,3,1
02-Jun-14,Telugu,movie,Aata,"Siddharth, Ileana",3,3,1
01-Jun-14,Telugu,movie,Shakti,"Jr NTR, Ileana",2,2,1
22-May-14,Telugu,movie,Rechipo,"Nitin, Ileana",2,2,1
10-May-14,Telugu,movie,Panjaa,"Pawan Kalyan, Jackie Shroff",3,3,1
09-May-14,English,movie,The Challenger Disaster,William Hurt,4,4,1
07-May-14,Telugu,movie,Chakram,"Prabhas, Charmi Kaur",2,3,1
05-May-14,Telugu,movie,Ashok,"Jr NTR, Sameera Reddy",2,2,1
04-May-14,English,movie,Percy Jackson & the Sea of Monsters,"Logan Lerman, Alexandra Daddario",2,2,1
04-May-14,Telugu,movie,Yogi,"Prabhas, Nayantara",2,2,1
03-May-14,Telugu,movie,Bhageeratha,"Ravi Teja, Shriya Saran",3,3,1
03-May-14,Telugu,movie,Ala Modalaindi,"Nani, Nithya Menen",3,3,2
01-May-14,English,movie,Her,"Joaquin Phoenix, Scarlett Johansson",3,3,1
25-Apr-14,Telugu,movie,Nippu,"Ravi Teja, Deeksha Seth",3,3,1
23-Apr-14,Telugu,movie,Shadow,"Venkatesh, Tapsee",2,2,1
22-Apr-14,Telugu,movie,Don Seenu,"Ravi Teja, Shriya Saran",2,2,1
22-Apr-14,Hindi,movie,Sarfarosh,"Aamir Khan, Naseeruddin Shah",3,3,2
20-Apr-14,Telugu,movie,Ramayya Vasthavayya,"Jr NTR, Samantha, Shruti Hassan",2,2,1
20-Apr-14,English,movie,The Secret Life of Walter Mitty,"Ben Stiller, Sean Penn",4,4,2
20-Apr-14,English,movie,The Art of the Steal,"Kurt Russell, Matt Dillon",3,4,2
19-Apr-14,English,movie,Exit Wounds,Steven Seagal,3,2,2
18-Apr-14,Tamil,movie,Sivakasi,"Vijay, Asin",3,2,2
15-Apr-14,English,movie,The Bourne Legacy,"Jeremy Renner, Rachel Weisz",2,2,1
15-Apr-14,Tamil,movie,Marudhamalai,"Arjun, Vadivelu",2,2,1
30-Mar-14,Tamil,movie,Thagararu,"Arulnithi, Shamna Kasim",3,3,1
29-Mar-14,English,movie,American Hustle,"Christian Bale, Amy Adams",3,4,1
28-Mar-14,Tamil,movie,Vallamai Thaaraayo,"Parthiban, Chaya Singh",3,3,2
27-Mar-14,Tamil,movie,Jilla,"Vijay, Mohanlal",2,2,1
26-Mar-14,English,TV series,24: Season 1,Kiefer Sutherland,4,4,2
22-Mar-14,English,movie,The Hobbit: The Desolation of Smaug,"Peter Jackson, Ian McKellan, Martin Freeman",3,4,2
21-Mar-14,Tamil,movie,Indian,Kamal Hassan,3,3,2
21-Mar-14,English,fiction,Hell: Prison Diary 1,Jeffrey Archer,2,2,1
19-Mar-14,English,fiction,Cat O Nine Tales,Jeffrey Archer,4,4,2
17-Mar-14,English,fiction,The Veteran,Frederick Forsyth,3,4,2
09-Mar-14,English,fiction,The Kill List,Frederick Forsyth,3,3,1
05-Mar-14,Telugu,movie,Bujjigadu,"Prabhas, Trisha",2,2,1
02-Mar-14,Telugu,movie,Daruvu,"Ravi Teja, Tapsee Pannu",2,2,1
01-Mar-14,Telugu,movie,Kantri,"Jr NTR, Hansika Motwani",2,2,1
27-Feb-14,Telugu,movie,Krishna,"Ravi Teja, Trisha",2,2,1
26-Feb-14,Telugu,movie,Sarocharu,"Ravi Teja, Kajal Agarwal",3,3,1
25-Feb-14,Tamil,movie,Baasha,"Rajnikanth, Nagma",4,3,3
23-Feb-14,English,non-fiction,My Days with Baasha,"Suresh Krissna, Malathi Rangarajan",2,2,1
19-Feb-14,English,movie,Frozen,"Idina Menzel, Kristen Bell",3,4,1
19-Feb-14,Telugu,movie,Oh My Friend,"Siddharth, Shruti Hassan",3,3,1
15-Feb-14,English,movie,Law Abiding Citizen,"Gerard Butler, Jamie Foxx",3,4,1
14-Feb-14,English,movie,The Fugitive,"Harrison Ford, Tommy Lee Jones",4,4,2
12-Feb-14,Tamil,movie,Mozhi,"Prakash Raj, Prithviraj, Jyothika",4,5,3
09-Feb-14,English,fiction,Without Remorse,Tom Clancy,3,3,2
08-Feb-14,Telugu,movie,Varudu,"Allu Arjun, Arya",2,2,1
08-Feb-14,English,movie,Thor: The Dark World,"Chris Hemsworth, Natalie Portman",3,3,2
02-Feb-14,Tamil,movie,Veeram,"Ajit, Tamanna",2,2,1
01-Feb-14,English,movie,Ender's Game,"Asa Butterfield, Harrison Ford",2,2,1
31-Jan-14,Telugu,movie,Munna,"Prabhas, Ileana",2,2,2
23-Jan-14,Telugu,movie,Chatrapathi,"Prabhas, Shriya Saran",2,2,1
19-Jan-14,Telugu,movie,Naayak,"Ram Charan Teja, Kajal Aggarwal",2,2,1
18-Jan-14,Telugu,movie,Attarintiki Daredi,"Pawan Kalyan, Samantha",3,3,2
14-Jan-14,Telugu,movie,Iddarammayilatho,"Allu Arjun, Amala Paul",2,2,1
12-Jan-14,Telugu,movie,Aarya 2,"Allu Arjun, Kajal Agarwal",3,3,2
11-Jan-14,English,movie,Die Hard 2,Bruce Willis,4,4,2
05-Jan-13,English,movie,Elysium,Matt Damon,2,2,1
05-Jan-13,Tamil,movie,180,"Siddharth, Priya Anand",3,3,2
04-Jan-13,Hindi,movie,Dhoom 3,"Aamir Khan, Abhishek Bachchan",3,3,2
03-Jan-13,Telugu,movie,Rebel,"Prabhas, Tamanna",2,2,1
01-Jan-13,Telugu,movie,Mirchi,"Prabhas, Anushka",3,3,1
31-Dec-13,Tamil,movie,Idharkuthane Aasaipattai Balakumara,"Vijay Sethupathi, Ashwin",3,3,2
31-Dec-13,Telugu,movie,Baadshah,"Jr NTR, Kajal Agarwal",3,3,2
30-Dec-13,Telugu,movie,Namo Venkatesa,"Venkatesh, Trisha",2,2,1
28-Dec-13,Tamil,movie,Nayyandi,"Dhanush, Nazriya",1,1,1
24-Dec-13,Tamil,movie,Endrendrum Punnagai,"Jeeva, Trisha",3,3,2
20-Dec-13,Tamil,movie,Aarambam,"Ajit, Arya, Nayantara",2,2,1
20-Dec-13,Telugu,movie,Arjun,"Mahesh Babu, Prakash Raj, Saritha",3,3,1
14-Dec-13,English,movie,Men in Black III,"Will Smith, Tommy Lee Jones",2,2,2
13-Dec-13,Tamil,movie,Pattukkottai Periyappa,"Visu, Lakshmi",3,3,2
07-Dec-13,Tamil,movie,Manmadan Ambu,"Kamal Hassan, Madhavan, Trisha",4,4,2
04-Dec-13,English,movie,Silver Linings Playbook,"Bradley Cooper, Jennifer Lawrence",3,4,1
03-Dec-13,English,movie,2 Guns,"Denzel Washington, Mark Wahlberg",3,3,1
02-Dec-13,Tamil,movie,Chennaiyil Oru Naal,"Sarath Kumar, Cheran",3,3,2
30-Nov-13,Tamil,movie,Pandiyanadu,"Vishal, Bharatiraja",3,3,2
30-Nov-13,Telugu,movie,Sainikudu,"Mahesh Babu, Trisha",2,2,1
30-Nov-13,English,movie,RED 2,"Bruce Willis, John Malkovich",2,2,1
29-Nov-13,Tamil,movie,Varuthapadatha Valibar Sangam,"Sivakarthikeyan, Sathyaraj",2,2,2
25-Nov-13,Tamil,movie,Vanakkam Chennai,"Shiva, Priya Anand",3,3,2
23-Nov-13,Tamil,movie,Kaadhalikka Neramillai,"Balaiya, Nagesh",4,4,2
03-Nov-13,Tamil,movie,Alex Pandian,"Karthi, Anushka Shetty",2,2,1
03-Nov-13,Hindi,movie,Krrish 3,"Hritik Roshan, Priyanka Chopra",2,2,1
02-Nov-13,Hindi,movie,U Me aur Hum,"Ajay Devgan, Kajol",3,3,1
01-Nov-13,English,movie,Harry Brown,Michael Caine,3,4,1
26-Oct-13,English,movie,The Expendables 2,"Sylvestor Stallone, Jason Statham",2,2,1
25-Oct-13,Telugu,movie,Seethamma Vakitlo Sirimalle Chettu,"Mahesh Babu, Venkatesh",4,4,2
24-Oct-13,Tamil,movie,Thambikku Endha Ooru,"Rajnikanth, Madhavi",3,3,2
22-Oct-13,English,movie,Man of Steel,"Henry Cavill, Amy Adams",3,3,1
21-Oct-13,Tamil,movie,Pattathu Yaanai,Vishal,2,2,1
20-Oct-13,Tamil,movie,Thalaivaa,"Vijay, Amala Paul",3,3,2
19-Oct-13,English,movie,Oblivion,"Tom Cruise, Morgan Freeman",3,3,1
16-Oct-13,English,movie,Jack Reacher,Tom Cruise,3,3,2
15-Oct-13,English,movie,Megamind,"Will Ferrell, Brad Pitt",3,3,2
14-Oct-13,English,movie,Now You See Me,"Mark Ruffalo, Jesse Eisenberg",4,4,2
13-Oct-13,Hindi,movie,Talaash,"Aamir Khan, Kareena Kapoor",3,4,1
13-Oct-13,Korean,movie,The Man From Nowhere,"Won Bin, Kim Sae-ron",3,4,1
13-Oct-13,English,movie,White House Down,"Channing Tatum, Jamie Foxx",3,3,2
12-Oct-13,Tamil,movie,Anbe Sivam,Kamal Hassan,5,5,3
11-Oct-13,English,movie,Pacific Rim,Guillermo del Torro,3,3,1
09-Oct-13,English,fiction,Foundation's Triumph,David Brin,2,2,1
